is_ip,lexical_length_url,using_shortening_service,has_at,double_slash_redirect,has_minus,dots_number_in_domaine_name,ssl,Domain_registeration_length,Favico,port,https_in_domain_name,bad_request,Anchor,links_of_tag,server_handle_form,to_email,abnormal_structure,is_redirect,mouse_on_over,right_click_disabling,pop_up,iframe_use,age_of_domain,dns,popularity,Rank,Google_Index,page_links,Statistics_report,Result
-1,-1,-1,1,-1,-1,0,1,1,1,1,-1,-1,0,1,1,1,-1,0,1,1,1,1,-1,-1,1,1,-1,1,1,1
-1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,0,-1,0,1,1,0,-1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,-1
-1,-1,-1,-1,1,-1,0,0,-1,1,1,-1,-1,-1,1,-1,-1,-1,0,1,1,1,1,-1,-1,-1,-1,1,0,1,-1
-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,0,-1,1,0,-1,-1,-1,-1,1,1,1,-1,1,1,1,1
1,-1,1,1,1,-1,1,0,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
-1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,1,1,-1,1,-1,1,1,1,1,1,1,1
-1,-1,-1,1,-1,-1,0,1,-1,1,1,-1,1,0,-1,1,1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,-1,1,1,-1,1,0,1,1
1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,-1,0,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,1
-1,-1,-1,1,-1,-1,0,1,1,1,1,-1,-1,0,1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,1,1
-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,0,1,0,-1,1,0,1,1,-1,-1,1,1,1,-1,1,1,1,1
1,1,1,1,1,-1,0,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1,1,1,1,1,-1,-1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,-1,1
-1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,0,-1,1,1,1,1,1,1,1,-1,1,0,-1,1,1,1,-1
1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,1,-1,-1,1,0,-1,-1,-1,-1,1,1,0,1,1,1,1,1
-1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,0,1,-1
-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,1,1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
-1,-1,1,1,1,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,0,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,0,-1,1,1,1,0,1,1,1,1,-1,1,-1,1,1,0,1,-1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,-1,-1,1,1,1,1,1,1,1,-1,1,0,1,1,0,1,-1
-1,1,1,1,1,-1,1,0,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1
-1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,-1,1,-1
-1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,0,-1,1,1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,0,-1,1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,0,1,-1
-1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,0,1,1,0,1,-1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,0,1,-1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,0,-1,1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,0,-1,0,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
-1,1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,1,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,-1
-1,1,1,1,1,-1,1,0,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,-1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,-1,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1
1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,0,1,-1
-1,-1,1,1,1,-1,0,0,1,1,1,1,-1,-1,1,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,-1
-1,1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1
1,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,-1,-1,1,0,1,1,-1,1,-1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,0,0,-1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,-1
-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,0,-1,-1,1,1,1,1,1,1,1,-1,1,0,1,1,0,1,-1
1,-1,1,1,1,-1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
-1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,0,1,0,-1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
1,1,1,1,1,-1,-1,1,-1,1,1,1,1,0,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
-1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,-1
1,1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,-1,1,-1,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,0,1,-1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
-1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,-1
1,-1,1,1,1,1,0,1,-1,1,1,-1,1,1,0,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,-1,0,0,0,-1,1,1,1,1,-1,1,-1,1,-1,1,1,0,1,-1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,0,1,1,0,1,1,1,1,-1,1,-1,1,1,0,1,-1
1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1,-1,1,0,-1,1,0,1,1
1,-1,1,1,1,-1,0,1,1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1,-1,1,0,1,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
-1,-1,1,1,1,-1,1,0,1,1,1,1,-1,0,-1,0,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1
-1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,0,1,-1,1,1,0,-1,1,-1,1,1,1,1,-1,1,0,1,1
-1,-1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,0,0,1,1,0,1,1,1,1,-1,1,-1,1,1,0,1,-1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,-1,1,1,1,1,-1,1,1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,-1
-1,-1,1,-1,1,-1,1,0,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1
1,1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
-1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,0,1,0,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
-1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1
-1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,1,1,-1
-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,0,-1,1,1,0,1,1,1,1,-1,1,-1,1,1,1,1,1
-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,-1,1,1,-1,1,-1,-1,-1,1,-1,-1,1,0,1,-1
-1,-1,1,1,1,-1,0,1,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,-1,1,0,1,1,0,1,-1
-1,-1,1,1,1,-1,1,0,-1,1,1,1,1,0,-1,0,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1
-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,1,0,-1,-1,-1,1,1,1,1,-1,1,-1,1,0,1,1,0,1,-1
1,-1,1,1,1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,0,1,1,-1,1,-1,1,-1,-1,1,0,1,-1
1,-1,1,-1,1,-1,0,-1,-1,-1,-1,1,1,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,1,1,0,1,-1
-1,-1,1,1,1,1,0,1,-1,1,1,1,1,0,0,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1
-1,1,1,1,1,-1,1,1,1,-1,1,1,-1,0,0,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,0,1,1
1,-1,1,1,1,1,0,1,1,1,1,1,-1,1,1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,1
1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,1,1,-1,-1,0,-1,1,-1,1,-1,1,1,1,1,0,1,1
-1,1,1,1,1,-1,-1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1
-1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
-1,1,1,1,1,-1,1,0,1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,1,1,1,0,-1,1,0,1,-1
-1,-1,1,1,1,-1,1,1,-1,-1,-1,1,-1,1,0,-1,-1,1,0,1,1,-1,-1,-1,1,1,1,1,0,1,1
-1,-1,1,1,1,-1,0,-1,1,1,1,1,-1,0,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
-1,-1,-1,1,-1,-1,0,1,-1,1,1,-1,1,0,0,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,1,1
1,-1,-1,1,-1,-1,0,-1,-1,1,1,-1,1,-1,1,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,0,1,-1
-1,-1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,0,1,1,0,1,1,1,1,-1,1,-1,1,1,0,1,-1
-1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1
-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,0,-1,-1,1,1,-1,1,-1,-1,-1,1,0,-1,1,1,1,-1
1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,0,-1,0,-1,1,0,1,-1,-1,-1,-1,1,1,1,1,0,1,1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,-1,1,0,1,1,0,1,1
1,-1,1,1,1,-1,1,0,-1,1,1,1,1,-1,0,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,-1
-1,-1,-1,1,-1,-1,0,-1,-1,1,1,-1,1,1,0,-1,1,-1,0,1,1,1,1,-1,-1,1,-1,-1,1,1,1
1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,1,0,-1,1,1,0,1,1,-1,1,-1,1,0,-1,1,0,1,1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
-1,-1,1,1,1,-1,0,1,-1,1,1,1,-1,0,1,1,1,1,0,1,1,1,1,-1,1,1,-1,1,1,1,1
-1,-1,1,1,1,-1,0,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1
1,-1,1,1,1,-1,0,1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,1
-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,-1,1,1,-1
1,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,0,-1,-1,-1,-1,-1,1,1,-1,1,1,1,1
-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,-1,0,-1,-1,0,-1,1,-1,1,1,1,1,1,-1,-1,1,-1
1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,1,1,1,0,1,-1
-1,-1,1,1,1,-1,0,-1,1,-1,1,1,-1,-1,1,-1,1,1,0,-1,1,-1,1,-1,1,-1,1,1,1,1,-1
-1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1
1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,-1,-1,-1,1,1,-1
1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,0,-1,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1
1,-1,1,-1,1,-1,1,1,-1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,1
-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1
1,-1,-1,1,1,-1,0,1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,1
-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,-1,1,-1
-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,1,1,-1
1,-1,-1,1,1,-1,0,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,0,-1,1,1,-1,-1
1,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,1,0,-1,-1,0,1,-1
1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,1,1,-1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,1,1,1,1,-1,-1,1,-1,1,1,1,1,0,0,0,1,-1,0,1,1,1,1,1,1,-1,-1,-1,0,-1,1
1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,1
1,1,-1,-1,1,-1,-1,1,-1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1
-1,0,1,-1,1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,1,-1,1,-1,1,1,0,-1,-1,0,1,-1
1,1,1,-1,1,-1,0,1,-1,1,1,1,1,0,0,-1,1,-1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,0,1,1,1,-1,0,-1,1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,1,1,1,1,-1,-1,0,1,-1
1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,1,0,1,-1,0,-1,1,-1,1,1,1,1,-1,1,1,1,1
1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,1,0,0,1,-1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,0,1,-1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,0,-1,1,1,-1,1,1,-1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,-1
1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,0,0,1,1,1,0,1,1,1,1,1,1,1,-1,-1,0,1,1
-1,0,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,-1,0,1,-1,1,-1,1,1,1,-1,-1,1,1,-1
1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,1,1,0,1,-1,1,1,1,1,-1,-1,1,0,1,-1
1,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,0,1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,1,0,1,-1
-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,0,-1,-1,1,0,-1,-1,-1,-1,1,1,-1,-1,1,0,1,1
1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,-1
1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,0,1,1,1,0,1,1,1,1,1,1,1,-1,-1,0,-1,-1
-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,1,0,-1,1,-1,-1,1,1,1,-1,1,1,1,1
1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
-1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,0,1,1,1,1,1,1,1,-1,-1,1,-1,-1
1,1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,-1
-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,1,1,1
-1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,0,1,0,-1,1,0,1,1,-1,-1,1,1,-1,1,1,1,1,1
1,-1,1,-1,1,-1,1,1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1,1,1,-1,-1,1,0,1,1
-1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,0,1,-1,1,-1,0,1,1,1,1,1,1,-1,-1,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,-1,0,-1,-1,-1,1,0,1,-1,1,1,1,1,0,-1,1,0,1,-1
1,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,0,0,-1,-1,1,0,1,1,-1,1,1,1,-1,-1,1,0,1,1
-1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,-1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,-1,-1,0,1,1
1,1,1,1,1,-1,-1,0,1,1,1,1,-1,1,1,-1,-1,1,0,1,1,1,1,1,1,0,-1,-1,1,1,-1
-1,-1,-1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,1,0,-1,-1,1,1,-1
1,1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1,0,1,1,0,1,1,1,1,1,1,1,-1,1,0,-1,1
1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
-1,1,-1,1,-1,-1,-1,0,-1,1,1,1,-1,1,-1,-1,-1,1,0,1,1,1,1,1,1,1,-1,-1,1,-1,-1
-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,1,1,-1,1,-1,1,-1
1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,0,1,1
-1,1,1,-1,1,1,-1,1,-1,-1,-1,1,1,0,-1,-1,1,1,0,-1,-1,-1,-1,1,1,-1,1,1,1,1,1
-1,0,-1,-1,1,-1,-1,1,-1,1,1,1,1,0,1,0,-1,-1,0,1,1,1,1,1,1,-1,-1,-1,0,1,1
1,-1,-1,-1,1,-1,0,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,1
-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,1,0,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1
1,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,0,1,1,1,1,0,1,1,1,1,-1,1,1,-1,-1,0,1,1
-1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,-1,1,1,-1,1,0,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,0,0,0,1,1,0,1,1,1,1,1,1,-1,-1,-1,0,1,1
1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,0,1,1
1,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1
-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,0,-1,-1,-1,1,0,1,1,1,1,1,1,1,-1,1,1,1,-1
-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,0,0,-1,1,1,0,1,1,1,1,1,-1,1,-1,1,1,1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,0,0,0,1,-1,0,1,1,1,1,1,-1,0,-1,-1,1,1,1
1,-1,1,1,1,1,-1,1,1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,-1,1,1
-1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1
1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,0,0,1,-1,0,-1,1,-1,1,1,1,-1,1,1,1,1,1
1,1,1,1,1,-1,1,1,-1,1,1,1,1,0,1,-1,1,-1,0,1,1,1,1,1,1,-1,1,1,0,1,1
-1,-1,1,1,1,-1,0,1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,1,1,1,-1,1,0,-1,-1,1,1,1
1,1,1,-1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1,1,1,1,-1,-1,0,1,-1
-1,1,1,1,1,1,-1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,-1,1,0,1,1
-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,0,-1,1,-1,0,1,1,1,1,1,1,1,-1,1,1,1,1
1,-1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,0,-1,1,1,0,-1,1,-1,-1,1,1,1,-1,1,0,1,1
1,-1,1,-1,-1,-1,0,1,-1,1,1,1,1,-1,-1,-1,1,1,0,1,1,1,1,1,1,1,-1,-1,0,1,-1
